wp_number,date,title,author,abstract,program,topics,year,Economics_of_Aging,Asset_Pricing,Children_and_Families,Corporate_Finance,Development_Economics,Development_of_the_American_Economy,Economic_Fluctuations_and_Growth,Economics_of_Education,Economics_of_Health,Environment_and_Energy_Economics,Industrial_Organization,International_Finance_and_Macroeconomics,International_Trade_and_Investment,Labor_Studies,Law_and_Economics,Monetary_Economics,Political_Economy,Public_Economics,Entrepreneurship
32764,2024-08-05,"Biomarkers in SHARE: Documentation of Implementation, Collection, and Analysis of Dried Blood Spot (DBS) Samples 2015 – 2023","Martina Börsch-Supan, Karen Andersen-Ranberg, Nis Borbye-Lorenzen, Jake Cofferen, Rebecca Groh, Hannah M. Horton, Elizabeth Kerschner, Thu Minh Kha, Alan Potter, Daniel Schmidutz, Kristin Skogstrand, Aijing Sun, Luzia Weiss, Mark H. Wener, Axel H. Börsch-Supan","SHARE, the “Survey of Health, Ageing and Retirement in Europe”, is a large population-based panel survey among people aged 50 and over with data from 28 European countries and Israel. It investigates individual, economic, health-related, and social life-course circumstances in order to shed light on the challenges of population aging for individuals and society as a whole. Understanding aging per se, and how we age differently over the life course given our individual backgrounds, current health, and socio-economic factors, are the aims of SHARE.
In order to maintain intertemporal, international and intercultural comparability, SHARE has adopted collection of objective data in the health domain. SHARE measures physical performance, such as grip strength, peak expiratory flow, walking speed, chair stand, word recall, and Euro-D depression among others in the physical, cognitive and mental health modules. In 2015, SHARE collected dried blood spot (DBS) samples as an additional objective measure of health. Eleven European countries and Israel participated in the DBS collection. The collection was harmonized in terms of designing documents, gaining consent, procuring blood-collection material, and training interviewers how to collect DBS samples while observing the national ethic and administrative regulations in all countries. Altogether, approximately 27,200 respondents consented, resulting in an overall participation rate of 67% with considerable differences between countries and interviewers.
This report describes the carefully monitored processes of gaining consent for DBS collection and for the implementation, collection and evaluation of the to-date largest DBS-based study of a representative adult population in Europe. We also describe the choice of blood biomarkers, the assays employed to determine the blood biomarker concentrations in DBS collected in the home of survey respondents and the validation and adjustment of the laboratory results for the impact of sample collection in a non-medical environment. Finally, we present the data obtained for seven out of 17 blood biomarkers. The data for the remaining ten biomarkers analyzed at the Statens Serum Institut will follow in a separate release.",Economics of Health,"Health, Education, and Welfare, Health",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32765,2024-08-05,Estimating the Value of Offsite Tracking Data to Advertisers: Evidence from Meta,"Nils Wernerfelt, Anna Tuchman, Bradley Shapiro, Robert Moakler","Third-party cookies and related ‘offsite’ tracking technologies are frequently used to share user data across applications in support of ad delivery. These data are viewed as highly valuable for online advertisers, but their usage faces increasing headwinds. In this paper, we quantify the benefit to advertisers from using such offsite tracking data in their ad delivery. With this goal in mind, we conduct a large-scale, randomized experiment that includes more than 70,000 advertisers on Facebook and Instagram. We first estimate advertising effectiveness at baseline across our broad sample. We then estimate the change in effectiveness of the same campaigns were advertisers to lose the ability to optimize ad delivery with offsite data. In each of these cases, we use recently developed deconvolution techniques to flexibly estimate the underlying distribution of effects. We find a median cost per incremental customer at baseline of $38.16 that under the median loss in effectiveness would rise to $49.93, a 31% increase. Further, we find ads targeted using offsite data generate more long-term customers per dollar than those without, and losing offsite data disproportionately hurts small scale advertisers. Taken together, our results suggest that offsite data bring large benefits to a wide range of advertisers.","Industrial Organization
Productivity, Innovation, and Entrepreneurship","Industrial Organization, Market Structure and Firm Performance, Antitrust, Regulatory Economics, Other, Accounting, Marketing, and Personnel",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32766,2024-08-05,Driving the Gig Economy,"Katharine G. Abraham, John C. Haltiwanger, Claire Y. Hou, Kristin Sandusky, James Spletzer","Using rich administrative tax data, we explore the effects of the introduction of online ridesharing platforms on entry, employment and earnings in the Taxi and Limousine Services industry. Ridesharing dramatically increased the pace of entry of workers into the industry. New entrants were more likely to be young, female, White and U.S. born, and to combine earnings from ridesharing with wage and salary earnings. Displaced workers have found ridesharing to be a substantially more attractive fallback option than driving a taxi. Ridesharing also affected the incumbent taxi driver workforce. The exit rates of low-earning taxi drivers increased following the introduction of ridesharing in their city; exit rates of high-earning taxi drivers were little affected. In cities without regulations limiting the size of the taxi fleet, both groups of drivers experienced earnings losses following the introduction of ridesharing. These losses were ameliorated or absent in more heavily regulated markets.",Labor Studies,"Labor Economics, Labor Supply and Demand, Labor Compensation, Labor Market Structures, Unemployment and Immigration",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32767,2024-08-05,The Effect of New Information Technologies on Asset Pricing Anomalies,"David Hirshleifer, Liang Ma","We test and compare the effects of introduction of two new financial information technologies, EDGAR and XBRL, on well-known asset pricing anomalies often attributed to mispricing. EDGAR facilitates easier access to public accounting information about public firms; XBRL reduces the cost of processing such information. Using stacked difference-in-differences regressions, we find that both EDGAR and XBRL reduce mispricing for accounting-based anomalies but not for non-accounting-based anomalies. The economic magnitudes of the effects on accounting-based anomalies are similar for EDGAR and XBRL. These results suggest that both easier access to and less costly processing of public information enhance market efficiency.",Asset Pricing,"Financial Economics, Portfolio Selection and Asset Pricing, Financial Markets, Behavioral Finance, Other, Accounting, Marketing, and Personnel",2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32768,2024-08-05,Deep Learning for Economists,Melissa Dell,"Deep learning provides powerful methods to impute structured information from large-scale, unstructured text and image datasets. For example, economists might wish to detect the presence of economic activity in satellite images, or to measure the topics or entities mentioned in social media, the congressional record, or firm filings. This review introduces deep neural networks, covering methods such as classifiers, regression models, generative AI, and embedding models. Applications include classification, document digitization, record linkage, and methods for data exploration in massive scale text and image corpora. When suitable methods are used, deep learning models can be cheap to tune and can scale affordably to problems involving millions or billions of data points.. The review is accompanied by a companion website, EconDL, with user-friendly demo notebooks, software resources, and a knowledge base that provides technical details and additional applications.","Development of the American Economy
Development Economics
Labor Studies
Public Economics
Political Economy
Technical Working Papers",Econometrics,2024,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
32769,2024-08-05,Understanding Korea’s Long-Run Real Exchange Rate Behavior,"Douglas A. Irwin, Maurice Obstfeld","Korea’s real exchange rate has displayed a mild downward trend since the 1980s, with fluctuations of ±20 percent around that trend. This pattern is surprising because the classic Harrod-Balassa-Samuelson framework suggests that countries experiencing rapid growth in the productivity of their tradable industries should experience real currency appreciation over time. We decompose the sources of change behind the Korean won’s real exchange rate into internal price drivers (the relative price of nontradable goods) and external price drivers (the international relative price of tradable consumption goods, which is heavily dependent on the nominal exchange rate). We find that, on average, the variability in Korea’s real exchange rate, even over long periods, is overwhelmingly due to external price factors. Given the persistent medium-term effects of nominal exchange rate changes on the real exchange rate, the Korean policy of intervening in foreign exchange markets to smooth exchange rate fluctuations appears prudent. However, we also find that over the entire period 1985-2023, internal price factors are the main explanator of the won’s real depreciation. This finding poses a puzzle for standard accounts of the linkage between productivity growth and real exchange rates.",International Finance and Macroeconomics,"International Economics, International Finance",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32770,2024-08-05,"Bank Payout Policy, Regulation, and Politics","Rüdiger Fahlenbrach, Minsu Ko, René M. Stulz","Bank payout policy is strongly affected by regulation and politics, especially for the largest banks. Banks, but not industrial firms, have consistently lower payouts in times of high regulation uncertainty and under democratic presidents. After the Global Financial Crisis, bank regulators’ influence on payout policies of the largest banks increases sharply and repurchases become more important than dividends for these banks. Repurchases respond more to regulatory climate changes than dividends. The stock-price reaction of the largest banks to the election of Donald Trump is larger than for small banks or industrial firms, and their repurchases increase sharply afterwards.",Corporate Finance,"Financial Economics, Financial Institutions, Corporate Finance",2024,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32771,2024-08-05,Proximity to Abortion Services and Child Maltreatment,"Erkmen G. Aslim, Wei Fu, Erdal Tekin","This study provides a comprehensive analysis of the relationship between the accessibility of abortion services and incidences of child maltreatment across the United States, using data from the National Incident-Based Reporting System (NIBRS) and the Myers abortion facility database from 2011 to 2018. The analysis reveals that a rise in travel distance to the nearest abortion facility significantly increases the incidence of child maltreatment. Specifically, we find that a 100-mile increase in travel distance was associated with a 21.7% increase in maltreatment reports. This effect is particularly pronounced for very young children, non-White children, and those living in economically disadvantaged, racially diverse, and rural areas. Furthermore, supplemental analyses using data from the National Child Abuse and Neglect Data System (NCANDS) and county-level eviction records for renting households reveal economic stability and housing security as significant mediators linking barriers to abortion services to an increased risk of maltreatment. These findings contribute to a deeper understanding of the complex interplay between reproductive health services access, socio-economic factors, and child welfare.","Children and Families
Economics of Health","Health, Education, and Welfare, Health, Labor Economics, Demography and Aging",2024,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32772,2024-08-05,Social Interaction Intensity and Investor Behavior,"Michael Gelman, David Hirshleifer, Yaron Levi, Liron Reiter-Gavish","We document a causal effect of social interactions on investor behavior using the number of local soccer games as a measure of social interaction intensity. Social transmission is identifiable in buy but not sell trades. The effect of Social Interaction Intensity (SII) on the sensitivity of buying to past buys is greater for riskier and high-return stocks. Social interactions cause an extremity shift wherein existing shareholders increase their positions, especially within demographically homogeneous communities. There is suggestive evidence that investor mood may modulate the effectiveness of transmission. Higher social interaction intensity increases the sensitivity of investors' trading volume, and portfolio riskiness to past trades. SII also increases the sensitivity of stock trading volume and retail ownership percentage to past buys.",Asset Pricing,"Microeconomics, Households and Firms, Behavioral Economics, Financial Economics, Portfolio Selection and Asset Pricing, Behavioral Finance",2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32773,2024-08-05,Employment and Community: Socioeconomic Cooperation and Its Breakdown,"Daron Acemoglu, Alexander Wolitzky","We propose a model of the interplay of employment relationships and community-based interactions among workers and managers. Employment relations can be either tough (where workers are monitored intensively and obtain few rents, and managers do not provide informal favors for their workers) or soft (where there is less monitoring, more worker rents, and more workplace favor exchange). Both workers and managers also exert effort in providing community benefits. The threat of losing access to community benefits can motivate managers to keep employment soft; conversely, the threat of losing future employment or future workers' trust can motivate workers and managers to exert effort in the community. Improvements in monitoring technologies; automation, outsourcing, and offshoring; declines in the minimum wage; and opportunities for residential segregation or for privatizing community-provided services can make both workers and managers worse-off by undermining soft employment relations and community cooperation.","Labor Studies
Public Economics","Microeconomics, Game Theory, Households and Firms, Labor Economics, Other, Economic Systems",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
32774,2024-08-05,Who Benefited from World War II Service and the GI Bill? New Evidence on Heterogeneous Effects for US Veterans,"William J. Collins, Ariell Zimran","We study the impacts of WWII service and access to GI Bill benefits on the educational and labor market outcomes of individuals of various ethnic and racial groups. We address selection into military service directly by linking veterans and nonveterans from 1950’s census records to the complete-count 1940 census. We find that veterans were positively selected on the basis of education, and neutrally or negatively selected on the basis of their own or their fathers’ labor market characteristics. We show that selection can be dramatically reduced by using 1940 controls. Controlling for these characteristics, we find modest positive impacts in 1950 of WWII service and the GI Bill on educational attainment of those with the least pre-war education, and on the school attendance of those with the most pre-war education, with no effect evident for college completion. These effects are relatively large for black men. We find mixed effects on labor market outcomes: young veterans enjoyed slight gains in income and occupational status; older veterans did not. We do not find systematic racial or ethnic differences in labor market impacts. These findings are important given the continued salience of the GI Bill and its potentially disparate outcomes in political discourse.","Development of the American Economy
Economics of Education
Labor Studies
Public Economics","Public Economics, National Fiscal Issues, Health, Education, and Welfare, Education, Labor Economics, Labor Compensation, Unemployment and Immigration, History, Labor and Health History",2024,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
32775,2024-08-12,Global Hegemony and Exorbitant Privilege,"Carolin Pflueger, Pierre Yared","We present a dynamic two-country model in which military spending, geopolitical risk, and government bond prices are jointly determined. The model is consistent with three empirical facts: hegemons have a funding advantage, this advantage rises with geopolitical tensions, and war losers suffer from higher debt devaluation than victors. Even though higher debt capacity increases the military and financial advantage of the exogenously stronger country, it also gives rise to equilibrium multiplicity and the possibility that the weaker country overwhelms the stronger country with support from financial markets. For intermediate debt capacity, transitional dynamics exhibit geopolitical hysteresis, with dominance determined by initial conditions, unless war is realized and induces a hegemonic transition. For high debt capacity, transitional dynamics exhibit geopolitical fragility, where bond market expectations drive unpredictable transitions in dominance, and hegemonic transitions occur even in the absence of war.","Economic Fluctuations and Growth
International Finance and Macroeconomics
Political Economy","International Economics, Globalization and International Relations, Financial Economics, Financial Markets, Public Economics, National Fiscal Issues",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32776,2024-08-05,The Fiscal Contract up Close: Experimental Evidence from Mexico City,"Anne Brockmeyer, Francisco Garfias, Juan Carlos Suárez Serrato","Can the provision of public goods strengthen the fiscal capacity of governments in developing countries and move them toward an equilibrium of widespread tax compliance? We present evidence of the impact of local public infrastructure on tax compliance, leveraging a large public investment experiment and individual property tax records from Mexico City. Despite the salience and large effects of these investments on access to infrastructure, property values, and local economic development, we find no changes in property tax compliance and can rule out even small increases. These null effects persist even when taxpayers are reminded about the tax-benefit link.","Development Economics
Public Economics
Political Economy","Public Economics, Public Goods, Subnational Fiscal Issues, Development and Growth",2024,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
32777,2024-08-05,Pocketbook Politics: The Impact of Wealth on Political Preferences and Participation,"Anton Brännlund, David Cesarini, Karl-Oskar Lindgren, Erik Lindqvist, Sven Oskarsson, Robert Östling","The rich tend to support policies favoring the affluent and are over-represented among both voters and legislators. This paper investigates whether these correlations reflect causal effects of wealth by leveraging random, positive wealth shocks in the form of lottery prizes. Compared to suitably matched controls, large-prize winners are no more likely to cast votes in national elections or run for political office. We also find no significant effects of parents’ lottery winnings on their children’s political participation. But winners of large lottery prizes become more negative toward taxes on wealth, real estate and inheritances. Although we do not detect any statistically significant effects on other political preferences, effects tend to go in the direction of a more right-wing political orientation. We find no evidence that lottery wealth changes moral values or strengthen beliefs in the importance of hard work for success in life.",Political Economy,"Microeconomics, Welfare and Collective Choice",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32778,2024-08-05,The Long-Run Impacts of Banning Affirmative Action in US Higher Education,"Francisca M. Antman, Brian Duncan, Michael F. Lovenheim","This paper estimates the long-run impacts of banning affirmative action on men and women from under-represented minority (URM) racial and ethnic groups in the United States. Using data from the US Census and American Community Survey, we use a difference-in-differences framework to compare the college degree completion, graduate degree completion, earnings, and employment of URM individuals to non-URM individuals before and after affirmative action bans went into effect across several US states. We also employ event study analyses and alternative estimators to confirm the validity of our approach and discuss the generalizability of the findings. Results suggest that banning affirmative action results in a decline in URM women’s college degree completion, earnings, and employment relative to non-Hispanic White women, driven largely by impacts on Hispanic women. Thus, affirmative action bans resulted in an increase in racial/ethnic disparities in both college degree completion and earnings among women. Effects on URM men are more ambiguous and indicate significant heterogeneity across states, with some estimates pointing to a possible positive impact on labor market outcomes of Black men. These results suggest that the relative magnitude of college quality versus mismatch effects vary for URM men and women and highlight the importance of disaggregating results by gender, race, and ethnicity. We conclude by discussing how our results compare with others in the literature and directions for future research.","Economics of Education
Labor Studies
Public Economics","Health, Education, and Welfare, Education, Labor Economics, Demography and Aging",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
32779,2024-08-05,Unconditional Cash Transfers: A Bayesian Meta-Analysis of Randomized Evaluations in Low and Middle Income Countries,"Tommaso Crosta, Dean Karlan, Finley Ong, Julius Rüschenpöhler, Christopher R. Udry","We use Bayesian meta-analysis methods to estimate the impact of unconditional cash transfers (UCTs) on twelve primary outcomes from 114 studies of 72 UCT programs in middle and low income countries. Cash transfers generate strong and positive average treatment effects on ten of thirteen outcomes: monthly household total and food consumption, monthly income, labor supply, school enrollment, food security, psychological well-being, total assets, financial assets, and children height-for-age. The three remaining outcomes have prediction intervals mostly positive, but that include zero: number of hours worked, children weight-for-age, and stunting. We draw six conclusions: First, consistent with several models of capital market failures, households consume more of streams and invest more of lump sums, however once stream programs end the impacts mirror those of lump sum, indicating some propensity to save a portion of stream transfers. Second, long-run treatment effects remain broadly strong, with some evidence of lump sums modestly dissipating impact while ongoing streams augmenting impact. Third, returns are linear or slightly negative with respect to grant amount, thus we do not find evidence for threshold-based poverty traps within the observed range of transfers and with this study-level analytical method. Fourth, effects on consumption and income are greater for UCTs targeted to women. Fifth, programs employing light-touch framing related to child welfare or food security have weakly stronger impacts. Sixth, positive impacts on labor supply and income suggest no evidence of “dependency” theories that cash transfers demotivate income-generating activity on average.",Development Economics,"Health, Education, and Welfare, Poverty and Wellbeing, Development and Growth, Development",2024,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32780,2024-08-05,Present Bias in Politics and Self-Committing Treaties,"Bård Harstad, Anke Kessler","We study how international agreements can take advantage of domestic time-inconsistency problems in the context of environmental policies. For example, policymakers will prefer future policies to be sustainable, but find it tempting to raise consumption when being in office. We find the equilibrium number of signatory countries to be higher than when preferences are time consistent, especially when the political environment is unstable and polarized, and the international spillovers are limited. In contrast to the traditional literature, the model can also explain why countries sign conventions with mandates that do not vary with the coalition size.","Environment and Energy Economics
Political Economy","International Economics, Globalization and International Relations, Public Economics, Environmental and Resource Economics, Environment",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32781,2024-08-05,Household Mobility and Mortgage Rate Lock,"Jack Liebersohn, Jesse Rothstein","Rising interest rates can create “mortgage rate lock” for homeowners with fixed rate mortgages, who can hold onto their low rates as long as they stay in their homes but would have to take on new mortgages with higher rates if they moved. We show mobility rates fell in 2022 and 2023 for homeowners with mortgages, as market rates rose. We observe both absolute declines and declines relative to homeowners without mortgages, who are unaffected by mortgage rate lock. Mobility declines are not explained by changes in home values. Overall, our estimates imply that rising interest rates reduced mobility in 2022 and 2023 for households with mortgages by 16% and caused $20 billion of deadweight loss.","Corporate Finance
Labor Studies","Financial Economics, Regional and Urban Economics, Real Estate",2024,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32782,2024-08-05,Accounting for Nonresponse in Election Polls: Total Margin of Error,"Jeff Dominitz, Charles F. Manski","The potential impact of nonresponse on election polls is well known and frequently acknowledged. Yet measurement and reporting of polling error has focused solely on sampling error, represented by the margin of error of a poll. Survey statisticians have long recommended measurement of the total survey error of a sample estimate by its mean square error (MSE), which jointly measures sampling and non-sampling errors. Extending the conventional language of polling, we think it reasonable to use the square root of maximum MSE to measure the total margin of error (TME). This paper demonstrates how to measure the potential impact of nonresponse using the concept of TME, which we suggest should be a standard feature in the reporting of election poll results. We first show how to jointly measure statistical imprecision and response bias when a pollster lacks any knowledge of the candidate preferences of non-responders. We then extend the analysis to settings where the pollster has partial knowledge that bounds the preferences of non-responders. In each setting, we derive the poll estimate that minimizes TME—a midpoint estimate—and compare it to a conventional poll estimate. We identify conditions under which the two estimates coincide, noting that the TME exceeds the margin of sampling error whenever the pollster has less than complete knowledge of the nature of nonresponse.","Public Economics
Technical Working Papers","Econometrics, Data Collection, Public Economics",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32783,2024-08-12,Bank Lending and Deposit Crunches during the Great Depression,"Kris James Mitchener, Gary Richardson","Bank distress was a defining feature of the Great Depression in the United States. Most banks, however, weathered the storm and remained in operation throughout the contraction. We show that surviving banks cut lending when depositors withdrew funds en masse during panics. This panic-induced decline in lending explains about one-third of the reduction in aggregate commercial bank lending between 1929 and 1932, more than twice as much as attributed to the failure of banks.","Development of the American Economy
Economic Fluctuations and Growth
Monetary Economics","History, Macroeconomic History, Financial History",2024,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
32784,2024-08-05,The Impact of Unconditional Cash Transfers on Consumption and Household Balance Sheets: Experimental Evidence from Two US States,"Alexander W. Bartik, Elizabeth Rhodes, David E. Broockman, Patrick K. Krause, Sarah Miller, Eva Vivalt","We provide new evidence on the causal effect of unearned income on consumption, balance sheets, and financial outcomes by exploiting an experiment that randomly assigned 1000 individuals to receive $1000 per month and 2000 individuals to receive $50 per month for three years. The transfer increased measured household expenditures by at least $300 per month. The spending impact is positive in most categories, and is largest for housing, food, and car expenses. The treatment increases housing unit and neighborhood mobility. We find noisily estimated modest positive effects on asset values, driven by financial assets, but these gains are offset by higher debt, resulting in a near-zero effect on net worth. The transfer increased self-reported financial health and credit scores but did not affect credit limits, delinquencies, utilization, bankruptcies, or foreclosures. Adjusting for underreporting, we estimate marginal propensities to consume non-durables between 0.44 and 0.55, durables and semi-durables between 0.21 and 0.26, and marginal propensities to de-lever of near zero. These results suggest that large temporary transfers increase short-term consumption and improve financial health but may not cause persistent improvements in the financial position of young, low-income households.",Public Economics,"Microeconomics, Households and Firms, Macroeconomics, Consumption and Investment, Public Economics, National Fiscal Issues, Financial Economics",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32785,2024-08-05,The Returns to Skills During the Pandemic: Experimental Evidence from Uganda,"Livia Alfonsi, Vittorio Bassi, Imran Rasul, Elena Spadini","The Covid-19 pandemic represents one of the most significant labor market shocks to the world economy in recent times. We present evidence from a field experiment to understand whether and why skilled and unskilled workers were differentially impacted by the shock, in the context of a low-income economy, Uganda. We leverage a panel of workers and firms, tracked from 2012 to 2022, including high frequency surveys over the pandemic. In 2013, workers were randomly assigned to receive six months of sector-specific vocational training, in one of eight high productivity sectors. We document that over the pandemic, employment and earnings margins follow V-shaped dynamics, whereby the outcomes of treated (skilled) workers are more severely impacted by lockdowns, they recover more quickly between lockdowns, and remain resilient to the shock as the economy recovers. Cumulatively over the pandemic, skilled workers spend 61% more time than controls employed in one of our study sectors, and their total earnings are 17% higher. We explore supply- and demand-side mechanisms through which the returns to skills are maintained through the crisis. We document that skilled workers are more exposed to the shock because they are more likely to be laid off during the first lockdown as firms respond to the rapid, severe and uncertain shock by immediately laying off higher earning workers. However, skilled workers recover quickly because of their greater accumulation of sector-specific experience pre-pandemic, and the certifiability of their skills that allows them to switch employers in the same sector during the crisis. Our findings have implications for understanding the returns to skills acquired through vocational training in good economic times and times of crisis.","Development Economics
Labor Studies","Labor Economics, Labor Supply and Demand, Development and Growth, Development",2024,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
32786,2024-08-05,Correlation in State and Local Tax Changes,"Scott R. Baker, Pawel Janas, Lorenz Kueng","Empirical research in public economics, including our own, often uses variation in state and local taxes as an empirical laboratory to estimate causal relationships. A key concern is that other taxes might change at the same time. To assess this concern, we develop a dataset of state (1977–2022) and local (2000–2022) tax rates and revenue from personal income, corporate income, property, sales, and excise taxes. This new dataset generates two key results. First, we find that taxes of different types tend to co-move within a jurisdiction: a tax change of one type can more than double the likelihood of a second tax type changing in the same year. Local tax changes also co-move with tax changes enacted by the state they are located in. This positive correlation can upwardly bias elasticity estimates, but only moderately. For example, regressing state economic outcomes on the full set of state tax changes yields elasticities that are about 10–30% smaller than those obtained from using a single tax type in isolation. Second, we document that the mix of taxes across state and local jurisdictions is very different, and that these differences have become more pronounced over time as jurisdictions have increasingly become reliant on the single tax type—sales, personal or corporate income tax—that was most prominent for them in the earliest part of our sample.","Public Economics
Political Economy","Public Economics, Taxation, Subnational Fiscal Issues",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
32787,2024-08-05,Innovation Adoption by Committee: Evaluating Decision-Making in the FDA,"Nathan J. Canen, Matias Iaryczower","The FDA is responsible for the approval of new drugs, biological products and medical devices in the United States. As part of the approval process, the FDA relies on advisory committees, which provide independent advice from outside experts. We combine a structural approach with newly collected data from meetings' transcripts to study the process of collective learning and policy recommendation in advisory committees. We quantify the effectiveness of advisory panels, and evaluate changes to its institutional framework. We find that deliberation significantly increases the accuracy of decision-making. Changes in deliberation rules or committee membership do not uniformly improve outcomes.","Economics of Health
Industrial Organization
Political Economy","Microeconomics, Welfare and Collective Choice, Economics of Information, Health, Education, and Welfare, Health, Other, Economic Systems",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32788,2024-08-05,First Do No Harm? Doctor Decision Making and Patient Outcomes,"Janet Currie, W. Bentley MacLeod, Kate Musen","Doctors facing similar patients often make different treatment choices. These decisions can have important effects on patient health and health care spending. This paper seeks to organize the recent economics literature on physician decision making using a simple model that incorporates doctor diagnostic and procedural skills, differences in beliefs and patient populations, and incentives. Economic considerations that affect the quality of decision making include training, experience, peer effects, financial incentives and time constraints. We also consider interventions aimed at improving decision making including provision of informational, heuristics and guidelines, and the use of technologies including electronic medical records and algorithmic decision tools. Our review suggests that we have learned a great deal about specific factors that influence doctor decision making but that our knowledge of how to apply that knowledge to improve health care is still quite limited.",Economics of Health,"Health, Education, and Welfare, Health",2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
